14  43  37	 443.8	 348.8	 182.1	 029.2
14  43  47	 443.2	 348.3	 181.9	 029.5
14  43  57	 442.5	 347.8	 181.6	 029.2
14  44  07	 441.9	 347.2	 181.4	 029.3
14  44  17	 441.2	 346.7	 181.1	 029.3
14  44  27	 440.6	 346.2	 180.8	 029.7
14  44  37	 440.0	 345.6	 180.6	 029.6
14  44  47	 439.3	 345.0	 180.4	 029.6
14  44  57	 438.7	 344.5	 180.1	 029.5
14  45  07	 438.0	 344.0	 179.9	 029.5
14  45  17	 437.3	 343.5	 179.7	 029.7
14  45  27	 436.7	 343.0	 179.5	 029.6
14  45  37	 436.1	 342.4	 179.2	 029.4
14  45  47	 435.5	 341.9	 178.9	 029.4
14  45  57	 434.8	 341.4	 178.7	 029.5
14  46  07	 434.2	 340.8	 178.5	 029.4
14  46  17	 433.6	 340.3	 178.3	 029.5
14  46  27	 432.9	 339.8	 178.1	 029.9
14  46  37	 432.3	 339.3	 177.8	 029.9
14  46  47	 431.6	 338.7	 177.6	 030.0
14  46  57	 431.0	 338.2	 177.5	 029.8
14  47  07	 430.3	 337.7	 177.3	 029.9
14  47  17	 429.7	 337.2	 177.1	 029.8
14  47  27	 429.1	 336.7	 176.9	 029.8
14  47  37	 428.5	 336.1	 176.8	 029.5
14  47  47	 427.8	 335.6	 176.5	 029.7
14  47  57	 427.2	 335.1	 176.4	 029.9
14  48  07	 426.6	 334.6	 176.2	 029.7
14  48  17	 426.0	 334.2	 175.9	 029.9
14  48  27	 425.4	 333.7	 175.6	 029.6
14  48  37	 424.8	 333.1	 175.4	 029.7
14  48  47	 424.2	 332.6	 175.2	 029.8
14  48  57	 423.5	 332.1	 175.1	 029.7
14  49  07	 422.9	 331.6	 174.9	 029.5
14  49  17	 422.3	 331.1	 174.8	 029.6
14  49  27	 421.7	 330.6	 174.6	 029.9
14  49  32	 421.5	 330.4	 174.5	 029.9
