#Time	T1	T2	T3
12 06 12	420.3	468.9	236.7
12 06 13	420.2	468.8	236.6
12 06 14	420.1	468.7	236.5
12 06 15	420	468.7	236.5
12 06 16	420	468.6	236.5
12 06 17	420	468.6	236.4
12 06 18	419.9	468.5	236.4
12 06 19	419.8	468.4	236.3
12 06 20	419.8	468.3	236.3
12 06 21	419.7	468.3	236.2
12 06 22	419.6	468.2	236.2
12 06 23	419.6	468.2	236.2
12 06 24	419.5	468.1	236.1
12 06 25	419.5	468	236.1
12 06 26	419.5	467.9	236.1
12 06 27	419.4	467.9	236
12 06 28	419.3	467.8	236
12 06 29	419.2	467.7	236
12 06 30	419.2	467.6	235.9
12 06 31	419.1	467.6	235.9
12 06 32	419	467.5	235.9
12 06 33	419	467.5	235.8
12 06 34	419	467.4	235.8
12 06 35	418.9	467.3	235.7
12 06 36	418.8	467.2	235.7
12 06 37	418.7	467.1	235.7
12 06 38	418.7	467.1	235.7
12 06 39	418.6	467.1	235.6
12 06 40	418.5	467	235.6
12 06 41	418.5	466.9	235.6
12 06 42	418.5	466.8	235.6
12 06 43	418.4	466.7	235.6
12 06 44	418.3	466.6	235.6
12 06 45	418.2	466.6	235.6
12 06 46	418.2	466.5	235.6
12 06 47	418.2	466.5	235.6
12 06 48	418.1	466.4	235.6
12 06 49	418	466.3	235.6
12 06 50	417.9	466.2	235.6
12 06 51	417.9	466.1	235.6
12 06 52	417.8	466.1	235.6
12 06 53	417.7	466.1	235.6
12 06 54	417.6	466	235.6
12 06 55	417.6	465.9	235.6
12 06 56	417.6	465.8	235.6
12 06 57	417.5	465.7	235.6
12 06 58	417.4	465.6	235.6
12 06 59	417.4	465.6	235.6
12 07 00	417.3	465.5	235.5
12 07 01	417.2	465.5	235.5
12 07 02	417.1	465.4	235.5
12 07 03	417.1	465.3	235.5
12 07 04	417.1	465.2	235.5
12 07 05	417	465.1	235.4
12 07 06	416.9	465	235.4
12 07 07	416.8	465	235.4
12 07 08	416.8	464.9	235.4
12 07 09	416.7	464.9	235.3
12 07 10	416.6	464.8	235.3
12 07 11	416.6	464.7	235.2
12 07 12	416.6	464.6	235.2
12 07 13	416.5	464.5	235.2
12 07 14	416.4	464.5	235.1
12 07 15	416.3	464.4	235.1
12 07 16	416.3	464.3	235.1
12 07 17	416.3	464.3	235.1
12 07 18	416.2	464.2	235
12 07 19	416.1	464.1	235
12 07 20	416.1	464.1	235
12 07 21	416	464	234.9
12 07 22	415.9	463.9	234.9
12 07 23	415.8	463.9	234.9
12 07 24	415.8	463.8	234.9
12 07 25	415.8	463.7	234.9
12 07 26	415.7	463.7	234.8
12 07 27	415.6	463.6	234.8
12 07 28	415.6	463.5	234.8
12 07 29	415.5	463.4	234.8
12 07 30	415.4	463.3	234.7
12 07 31	415.3	463.3	234.7
12 07 32	415.3	463.3	234.6
12 07 33	415.3	463.2	234.6
12 07 34	415.2	463.1	234.6
12 07 35	415.2	463	234.5
12 07 36	415.1	463	234.5
12 07 37	415	462.9	234.5
12 07 38	415	462.8	234.5
12 07 39	414.9	462.8	234.4
12 07 40	414.8	462.7	234.4
12 07 41	414.8	462.7	234.4
12 07 42	414.8	462.6	234.3
12 07 43	414.7	462.5	234.3
12 07 44	414.6	462.4	234.2
12 07 45	414.6	462.4	234.2
12 07 46	414.5	462.3	234.2
12 07 47	414.5	462.3	234.2
12 07 48	414.4	462.2	234.1
12 07 49	414.4	462.1	234.1
12 07 50	414.3	462.1	234
12 07 51	414.2	462	234
12 07 52	414.2	461.9	234
12 07 53	414.1	461.9	234
12 07 54	414	461.8	234
12 07 55	414	461.7	233.9
12 07 56	414	461.7	233.9
12 07 57	413.9	461.6	233.9
12 07 58	413.8	461.5	233.9
12 07 59	413.8	461.4	233.9
12 08 00	413.7	461.4	233.9
12 08 01	413.6	461.4	233.9
12 08 02	413.6	461.3	233.9
12 08 03	413.6	461.2	233.9
12 08 04	413.5	461.1	233.9
12 08 05	413.4	461.1	233.9
12 08 06	413.4	461	233.9
12 08 07	413.3	460.9	233.9
12 08 08	413.2	460.8	233.9
12 08 09	413.2	460.8	233.9
12 08 10	413.1	460.8	233.8
12 08 11	413.1	460.7	233.8
12 08 12	413	460.6	233.8
12 08 13	413	460.5	233.8
12 08 14	412.9	460.5	233.8
12 08 15	412.8	460.4	233.8
12 08 16	412.8	460.3	233.7
12 08 17	412.8	460.3	233.7
12 08 18	412.7	460.2	233.7
12 08 19	412.6	460.2	233.6
12 08 20	412.6	460.1	233.6
12 08 21	412.5	460	233.6
12 08 22	412.4	459.9	233.6
12 08 23	412.4	459.9	233.6
12 08 24	412.3	459.9	233.5
12 08 25	412.3	459.8	233.5
12 08 26	412.2	459.7	233.5
12 08 27	412.2	459.6	233.5
12 08 28	412.1	459.6	233.4
12 08 29	412	459.5	233.4
12 08 30	412	459.4	233.4
12 08 31	411.9	459.4	233.4
12 08 32	411.8	459.3	233.3
12 08 33	411.8	459.2	233.3
12 08 34	411.7	459.1	233.3
12 08 35	411.6	459	233.3
12 08 36	411.6	458.9	233.3
12 08 37	411.5	458.8	233.3
12 08 38	411.4	458.8	233.3
12 08 39	411.3	458.8	233.3
12 08 40	411.3	458.7	233.3
12 08 41	411.3	458.6	233.3
12 08 42	411.2	458.5	233.3
12 08 43	411.1	458.4	233.3
12 08 44	411.1	458.4	233.2
12 08 45	411	458.3	233.2
12 08 46	411	458.2	233.2
12 08 47	411	458.2	233.2
12 08 48	410.9	458.2	233.2
12 08 49	410.8	458.1	233.2
12 08 50	410.8	458	233.1
12 08 51	410.7	457.9	233.1
12 08 52	410.6	457.9	233.1
12 08 53	410.6	457.9	233.1
12 08 54	410.5	457.8	233.1
12 08 55	410.5	457.7	233.1
12 08 56	410.4	457.6	233.1
12 08 57	410.3	457.5	233
12 08 58	410.3	457.5	233
12 08 59	410.2	457.4	233
12 09 00	410.1	457.3	233
12 09 01	410.1	457.3	232.9
12 09 02	410	457.2	232.9
12 09 03	410	457.1	232.8
12 09 04	409.9	457.1	232.7
12 09 05	409.9	457	232.6
12 09 06	409.8	456.9	232.6
12 09 07	409.8	456.8	232.6
12 09 08	409.7	456.8	232.5
12 09 09	409.6	456.8	232.4
12 09 10	409.6	456.7	232.3
12 09 11	409.6	456.6	232.3
12 09 12	409.5	456.5	232.2
12 09 13	409.4	456.5	232.1
12 09 14	409.3	456.4	232.1
12 09 15	409.3	456.3	232.1
12 09 16	409.2	456.2	232
12 09 17	409.2	456.2	232
12 09 18	409.1	456.2	231.9
12 09 19	409.1	456.1	231.9
12 09 20	409	456	231.9
12 09 21	409	455.9	231.8
12 09 22	408.9	455.8	231.8
12 09 23	408.8	455.8	231.8
12 09 24	408.8	455.8	231.8
12 09 25	408.8	455.7	231.8
12 09 26	408.7	455.6	231.7
12 09 27	408.6	455.5	231.7
12 09 28	408.6	455.5	231.7
12 09 29	408.5	455.4	231.7
12 09 30	408.4	455.3	231.6
12 09 31	408.3	455.3	231.6
12 09 32	408.3	455.2	231.6
12 09 33	408.3	455.2	231.6
12 09 34	408.2	455.1	231.6
12 09 35	408.1	455	231.6
12 09 36	408.1	454.9	231.6
12 09 37	408	454.9	231.6
12 09 38	408	454.8	231.6
12 09 39	407.9	454.8	231.6
12 09 40	407.8	454.7	231.6
12 09 41	407.8	454.6	231.7
12 09 42	407.8	454.5	231.7
12 09 43	407.7	454.5	231.7
12 09 44	407.6	454.4	231.7
12 09 45	407.5	454.3	231.7
12 09 46	407.4	454.2	231.7
12 09 47	407.4	454.2	231.7
12 09 48	407.4	454.1	231.7
12 09 49	407.3	454	231.7
12 09 50	407.2	453.9	231.7
12 09 51	407.1	453.9	231.6
12 09 52	407.1	453.8	231.6
12 09 53	407	453.8	231.6
12 09 54	406.9	453.7	231.6
12 09 55	406.9	453.6	231.6
12 09 56	406.9	453.5	231.5
12 09 57	406.8	453.5	231.5
12 09 58	406.7	453.4	231.5
12 09 59	406.7	453.3	231.5
12 10 00	406.6	453.2	231.5
12 10 01	406.6	453.2	231.4
12 10 02	406.5	453.1	231.4
12 10 03	406.5	453.1	231.4
12 10 04	406.4	453	231.4
12 10 05	406.4	452.9	231.4
12 10 06	406.3	452.8	231.3
12 10 07	406.2	452.8	231.3
12 10 08	406.1	452.7	231.3
12 10 09	406.1	452.7	231.3
12 10 10	406	452.6	231.3
12 10 11	406	452.5	231.3
12 10 12	405.9	452.5	231.2
12 10 13	405.9	452.4	231.2
12 10 14	405.8	452.3	231.2
12 10 15	405.8	452.2	231.2
12 10 16	405.7	452.2	231.1
12 10 17	405.7	452.2	231.1
12 10 18	405.6	452.1	231.1
12 10 19	405.6	452	231
12 10 20	405.5	451.9	231
12 10 21	405.4	451.9	231
12 10 22	405.4	451.8	230.9
12 10 23	405.3	451.8	230.9
12 10 24	405.2	451.7	230.9
12 10 25	405.2	451.6	230.9
12 10 26	405.2	451.6	230.8
12 10 27	405.1	451.5	230.8
12 10 28	405	451.4	230.7
12 10 29	404.9	451.3	230.7
12 10 30	404.8	451.2	230.7
12 10 31	404.8	451.2	230.6
12 10 32	404.7	451.1	230.6
12 10 33	404.7	451.1	230.5
12 10 34	404.6	451	230.5
12 10 35	404.6	450.9	230.4
12 10 36	404.5	450.8	230.4
12 10 37	404.4	450.7	230.4
12 10 38	404.4	450.6	230.3
12 10 39	404.3	450.6	230.3
12 10 40	404.2	450.6	230.3
12 10 41	404.2	450.5	230.2
12 10 42	404.2	450.4	230.2
12 10 43	404.1	450.3	230.2
12 10 44	404	450.3	230.2
12 10 45	403.9	450.2	230.2
12 10 46	403.9	450.1	230.2
12 10 47	403.9	450.1	230.2
12 10 48	403.8	450	230.2
12 10 49	403.7	449.9	230.2
12 10 50	403.7	449.9	230.2
12 10 51	403.6	449.8	230.2
12 10 52	403.6	449.7	230.2
12 10 53	403.5	449.7	230.2
12 10 54	403.4	449.7	230.2
12 10 55	403.4	449.6	230.2
12 10 56	403.4	449.5	230.2
12 10 57	403.3	449.4	230.1
12 10 58	403.2	449.4	230.1
12 10 59	403.2	449.3	230.1
12 11 00	403.1	449.2	230.1
12 11 01	403.1	449.2	230.1
12 11 02	403	449.1	230.1
12 11 03	403	449.1	230
12 11 04	402.9	449	230
12 11 05	402.8	448.9	230
12 11 06	402.8	448.8	229.9
12 11 07	402.7	448.8	229.9
12 11 08	402.6	448.7	229.9
12 11 09	402.6	448.7	229.8
12 11 10	402.5	448.6	229.7
12 11 11	402.5	448.5	229.7
12 11 12	402.4	448.5	229.6
12 11 13	402.4	448.4	229.5
12 11 14	402.3	448.3	229.5
12 11 15	402.2	448.3	229.5
12 11 16	402.2	448.2	229.4
12 11 17	402.2	448.2	229.3
12 11 18	402.1	448.1	229.2
12 11 19	402.1	448	229.2
12 11 20	402	447.9	229.1
12 11 21	401.9	447.9	229
12 11 22	401.8	447.8	228.9
12 11 23	401.8	447.8	228.9
12 11 24	401.7	447.7	228.8
12 11 25	401.7	447.6	228.8
12 11 26	401.6	447.5	228.7
12 11 27	401.5	447.4	228.6
12 11 28	401.4	447.3	228.6
12 11 29	401.4	447.3	228.6
12 11 30	401.3	447.2	228.5
12 11 31	401.2	447.2	228.5
12 11 32	401.2	447.1	228.5
12 11 33	401.2	447	228.4
12 11 34	401.1	447	228.4
12 11 35	401	446.9	228.4
12 11 36	401	446.8	228.3
12 11 37	400.9	446.7	228.3
12 11 38	400.8	446.6	228.3
12 11 39	400.8	446.6	228.2
12 11 40	400.7	446.6	228.2
12 11 41	400.7	446.5	228.1
12 11 42	400.6	446.4	228.1
12 11 43	400.6	446.3	228
12 11 44	400.5	446.3	228
12 11 45	400.4	446.2	228
12 11 46	400.4	446.1	228
12 11 47	400.4	446.1	228
12 11 48	400.3	446	228
12 11 49	400.2	446	228
12 11 50	400.2	445.9	228
12 11 51	400.1	445.8	228
12 11 52	400	445.7	227.9
12 11 53	400	445.7	227.9
12 11 54	399.9	445.7	227.9
12 11 55	399.9	445.6	227.9
12 11 56	399.8	445.5	227.9
12 11 57	399.8	445.4	227.9
12 11 58	399.7	445.4	227.9
12 11 59	399.6	445.3	227.9
12 12 00	399.6	445.2	227.8
12 12 01	399.5	445.2	227.8
12 12 02	399.4	445.1	227.8
12 12 03	399.4	445	227.8
12 12 04	399.4	445	227.7
12 12 05	399.3	444.9	227.7
12 12 06	399.2	444.8	227.7
12 12 07	399.1	444.7	227.7
12 12 08	399.1	444.6	227.6
12 12 09	399	444.6	227.6
12 12 10	398.9	444.6	227.5
12 12 11	398.9	444.5	227.4
12 12 12	398.8	444.4	227.4
12 12 13	398.8	444.3	227.4
12 12 14	398.7	444.2	227.3
12 12 15	398.6	444.1	227.3
12 12 16	398.5	444.1	227.2
12 12 17	398.5	444.1	227.2
12 12 18	398.5	444	227.2
12 12 19	398.4	443.9	227.1
12 12 20	398.3	443.8	227.1
12 12 21	398.3	443.7	227
12 12 22	398.2	443.7	227
12 12 23	398.1	443.7	227
12 12 24	398.1	443.6	226.9
12 12 25	398.1	443.5	226.9
12 12 26	398	443.4	226.8
12 12 27	397.9	443.3	226.8
12 12 28	397.9	443.3	226.7
12 12 29	397.8	443.2	226.7
12 12 30	397.7	443.1	226.7
12 12 31	397.6	443.1	226.7
12 12 32	397.6	443.1	226.7
12 12 33	397.6	443	226.6
12 12 34	397.5	442.9	226.6
12 12 35	397.5	442.8	226.6
12 12 36	397.4	442.8	226.5
12 12 37	397.3	442.7	226.5
12 12 38	397.3	442.6	226.5
12 12 39	397.2	442.6	226.4
12 12 40	397.1	442.5	226.3
12 12 41	397.1	442.4	226.2
12 12 42	397	442.3	226.2
12 12 43	397	442.3	226.1
12 12 44	396.9	442.2	226
12 12 45	396.8	442.1	226
12 12 46	396.7	442	225.9
12 12 47	396.7	442	225.8
12 12 48	396.6	441.9	225.7
12 12 49	396.5	441.8	225.6
12 12 50	396.5	441.7	225.6
12 12 51	396.4	441.7	225.5
12 12 52	396.4	441.6	225.5
12 12 53	396.3	441.6	225.5
12 12 54	396.2	441.5	225.4
12 12 55	396.2	441.4	225.4
12 12 56	396.2	441.3	225.3
12 12 57	396.1	441.3	225.3
12 12 58	396	441.2	225.2
12 12 59	395.9	441.1	225.2
12 13 00	395.9	441	225.2
12 13 01	395.8	441	225.1
12 13 02	395.7	441	225
12 13 03	395.7	440.9	225
12 13 04	395.7	440.8	224.9
12 13 05	395.6	440.7	224.8
12 13 06	395.5	440.7	224.8
12 13 07	395.5	440.6	224.8
12 13 08	395.4	440.5	224.7
12 13 09	395.4	440.5	224.7
12 13 10	395.3	440.4	224.6
12 13 11	395.3	440.4	224.6
12 13 12	395.2	440.3	224.5
12 13 13	395.1	440.2	224.5
12 13 14	395.1	440.1	224.5
12 13 15	395	440.1	224.5
12 13 16	394.9	440	224.4
12 13 17	394.9	440	224.4
12 13 18	394.9	439.9	224.4
12 13 19	394.8	439.8	224.4
12 13 20	394.7	439.7	224.3
12 13 21	394.7	439.7	224.3
12 13 22	394.6	439.6	224.3
12 13 23	394.5	439.6	224.3
12 13 24	394.5	439.5	224.3
12 13 25	394.5	439.4	224.2
12 13 26	394.4	439.4	224.2
12 13 27	394.3	439.3	224.2
12 13 28	394.2	439.2	224.2
12 13 29	394.1	439.1	224.2
12 13 30	394.1	439	224.2
12 13 31	394	439	224.1
12 13 32	393.9	438.9	224.1
12 13 33	393.9	438.8	224.1
12 13 34	393.8	438.7	224.1
12 13 35	393.8	438.6	224.2
12 13 36	393.7	438.6	224.2
12 13 37	393.6	438.5	224.2
12 13 38	393.6	438.4	224.2
12 13 39	393.5	438.4	224.2
12 13 40	393.4	438.3	224.2
12 13 41	393.4	438.2	224.2
12 13 42	393.4	438.2	224.1
12 13 43	393.3	438.1	224.1
12 13 44	393.2	438	224.1
12 13 45	393.1	437.9	224.1
12 13 46	393.1	437.8	224.1
12 13 47	393.1	437.8	224
12 13 48	393	437.8	224
12 13 49	393	437.7	224
12 13 50	392.9	437.6	224
12 13 51	392.8	437.5	224
12 13 52	392.8	437.5	224
12 13 53	392.7	437.5	224
12 13 54	392.6	437.4	224
12 13 55	392.6	437.3	224
12 13 56	392.6	437.2	224
12 13 57	392.5	437.2	224
12 13 58	392.4	437.1	224.1
12 13 59	392.3	437	224.1
12 14 00	392.3	436.9	224.1
12 14 01	392.2	436.9	224.1
12 14 02	392.1	436.9	224.1
12 14 03	392.1	436.8	224.1
12 14 04	392.1	436.7	224.1
12 14 05	392	436.6	224.1
12 14 06	392	436.6	224.1
12 14 07	391.9	436.5	224.1
12 14 08	391.8	436.4	224.1
12 14 09	391.8	436.4	224.1
12 14 10	391.7	436.3	224.1
12 14 11	391.7	436.3	224.1
12 14 12	391.6	436.2	224
12 14 13	391.6	436.1	224
12 14 14	391.5	436	224
12 14 15	391.4	436	224
12 14 16	391.3	435.9	224
12 14 17	391.3	435.9	224
12 14 18	391.2	435.8	223.9
12 14 19	391.2	435.7	223.9
12 14 20	391.1	435.6	223.9
12 14 21	391	435.5	223.9
12 14 22	390.9	435.4	223.9
12 14 23	390.9	435.4	223.9
12 14 24	390.8	435.3	223.8
12 14 25	390.8	435.2	223.8
12 14 26	390.7	435.2	223.8
12 14 27	390.6	435.1	223.7
12 14 28	390.6	435	223.7
12 14 29	390.5	435	223.7
12 14 30	390.4	434.9	223.7
12 14 31	390.4	434.9	223.6
12 14 32	390.3	434.8	223.6
12 14 33	390.3	434.7	223.5
12 14 34	390.3	434.7	223.5
12 14 35	390.2	434.6	223.4
12 14 36	390.1	434.5	223.4
12 14 37	390.1	434.4	223.4
12 14 38	390	434.3	223.4
12 14 39	389.9	434.3	223.4
12 14 40	389.9	434.3	223.4
12 14 41	389.9	434.2	223.4
12 14 42	389.8	434.1	223.4
12 14 43	389.7	434	223.4
12 14 44	389.7	434	223.4
12 14 45	389.6	433.9	223.4
12 14 46	389.5	433.8	223.4
12 14 47	389.5	433.8	223.4
12 14 48	389.5	433.7	223.4
12 14 49	389.4	433.7	223.4
12 14 50	389.3	433.6	223.4
12 14 51	389.2	433.5	223.4
12 14 52	389.2	433.4	223.3
12 14 53	389.1	433.4	223.3
12 14 54	389	433.3	223.3
12 14 55	389	433.3	223.3
12 14 56	388.9	433.2	223.2
12 14 57	388.9	433.1	223.2
12 14 58	388.8	433	223.1
12 14 59	388.7	432.9	223.1
12 15 00	388.6	432.8	223
12 15 01	388.6	432.8	222.9
12 15 02	388.5	432.7	222.9
12 15 03	388.5	432.6	222.8
12 15 04	388.4	432.6	222.8
12 15 05	388.4	432.5	222.7
12 15 06	388.3	432.4	222.6
12 15 07	388.2	432.4	222.6
12 15 08	388.2	432.3	222.6
12 15 09	388.1	432.3	222.6
12 15 10	388	432.2	222.5
12 15 11	388	432.1	222.5
12 15 12	388	432.1	222.5
12 15 13	387.9	432	222.4
12 15 14	387.8	431.9	222.4
12 15 15	387.8	431.8	222.4
12 15 16	387.7	431.8	222.4
12 15 17	387.7	431.8	222.4
12 15 18	387.6	431.7	222.3
12 15 19	387.6	431.6	222.3
12 15 20	387.5	431.5	222.2
12 15 21	387.5	431.5	222.2
12 15 22	387.4	431.4	222.1
12 15 23	387.3	431.4	222.1
12 15 24	387.2	431.3	222.1
12 15 25	387.2	431.2	222
12 15 26	387.2	431.1	222
12 15 27	387.1	431.1	221.9
12 15 28	387	431	221.8
12 15 29	387	430.9	221.8
12 15 30	386.9	430.8	221.8
12 15 31	386.8	430.8	221.7
12 15 32	386.8	430.8	221.7
12 15 33	386.8	430.7	221.6
12 15 34	386.7	430.6	221.6
12 15 35	386.6	430.5	221.5
12 15 36	386.6	430.5	221.5
12 15 37	386.5	430.4	221.5
12 15 38	386.5	430.3	221.4
12 15 39	386.4	430.3	221.4
12 15 40	386.3	430.2	221.3
12 15 41	386.3	430.2	221.2
12 15 42	386.3	430.1	221.2
12 15 43	386.2	430	221.1
12 15 44	386.1	429.9	221.1
12 15 45	386	429.8	221.1
12 15 46	386	429.8	221
12 15 47	386	429.8	220.9
12 15 48	385.9	429.7	220.9
12 15 49	385.8	429.6	220.8
12 15 50	385.7	429.5	220.7
12 15 51	385.6	429.4	220.7
12 15 52	385.6	429.3	220.6
12 15 53	385.5	429.3	220.6
12 15 54	385.4	429.2	220.5
12 15 55	385.4	429.2	220.5
12 15 56	385.3	429.1	220.5
12 15 57	385.3	429	220.4
12 15 58	385.2	428.9	220.4
12 15 59	385.1	428.8	220.4
12 16 00	385.1	428.8	220.4
12 16 01	385	428.8	220.3
12 16 02	384.9	428.7	220.3
12 16 03	384.9	428.6	220.2
12 16 04	384.9	428.5	220.2
12 16 05	384.8	428.5	220.1
12 16 06	384.7	428.4	220.1
12 16 07	384.7	428.3	220.1
12 16 08	384.6	428.2	220
12 16 09	384.5	428.2	220
12 16 10	384.4	428.1	219.9
12 16 11	384.4	428.1	219.9
12 16 12	384.4	428	219.9
12 16 13	384.3	427.9	219.8
12 16 14	384.2	427.8	219.8
12 16 15	384.2	427.8	219.8
12 16 16	384.1	427.7	219.7
12 16 17	384.1	427.7	219.7
12 16 18	384.1	427.6	219.6
12 16 19	384	427.5	219.6
12 16 20	383.9	427.5	219.6
12 16 21	383.8	427.4	219.5
12 16 22	383.8	427.3	219.5
12 16 23	383.7	427.3	219.5
12 16 24	383.6	427.2	219.5
12 16 25	383.6	427.1	219.4
12 16 26	383.6	427.1	219.4
12 16 27	383.5	427	219.4
12 16 28	383.4	426.9	219.3
12 16 29	383.4	426.8	219.3
12 16 30	383.3	426.8	219.3
12 16 31	383.2	426.8	219.3
12 16 32	383.1	426.7	219.2
12 16 33	383.1	426.6	219.2
12 16 34	383.1	426.5	219.1
12 16 35	383	426.4	219
12 16 36	382.9	426.3	219
12 16 37	382.8	426.2	219
12 16 38	382.7	426.1	218.9
12 16 39	382.7	426.1	218.9
12 16 40	382.6	426.1	218.9
12 16 41	382.6	426	218.8
12 16 42	382.5	425.9	218.8
12 16 43	382.5	425.8	218.8
12 16 44	382.4	425.8	218.8
12 16 45	382.3	425.7	218.8
12 16 46	382.3	425.6	218.8
12 16 47	382.3	425.6	218.8
12 16 48	382.2	425.6	218.8
12 16 49	382.1	425.5	218.9
12 16 50	382.1	425.4	218.9
12 16 51	382	425.3	218.9
12 16 52	381.9	425.3	218.8
12 16 53	381.9	425.3	218.8
12 16 54	381.8	425.2	218.8
12 16 55	381.8	425.1	218.8
12 16 56	381.7	425	218.8
12 16 57	381.7	424.9	218.8
12 16 58	381.6	424.9	218.7
12 16 59	381.5	424.8	218.7
12 17 00	381.5	424.7	218.7
12 17 01	381.4	424.7	218.6
12 17 02	381.3	424.7	218.6
12 17 03	381.3	424.6	218.5
12 17 04	381.3	424.5	218.4
12 17 05	381.2	424.4	218.4
12 17 06	381.1	424.4	218.3
12 17 07	381.1	424.3	218.3
12 17 08	381	424.2	218.3
12 17 09	381	424.2	218.2
12 17 10	380.9	424.1	218.2
12 17 11	380.9	424.1	218.1
12 17 12	380.8	424	218.1
12 17 13	380.8	423.9	218
12 17 14	380.7	423.8	218
12 17 15	380.7	423.8	218
12 17 16	380.6	423.7	217.9
12 17 17	380.6	423.7	217.9
12 17 18	380.5	423.6	217.9
12 17 19	380.4	423.6	217.8
12 17 20	380.4	423.5	217.8
12 17 21	380.3	423.4	217.8
12 17 22	380.2	423.3	217.8
12 17 23	380.2	423.3	217.8
12 17 24	380.1	423.3	217.8
12 17 25	380.1	423.2	217.8
12 17 26	380	423.1	217.8
12 17 27	380	423	217.8
12 17 28	379.9	423	217.9
12 17 29	379.8	422.9	217.9
12 17 30	379.8	422.8	217.9
12 17 31	379.7	422.8	217.9
12 17 32	379.6	422.7	217.9
12 17 33	379.6	422.6	217.9
12 17 34	379.6	422.6	217.9
12 17 35	379.5	422.5	217.9
12 17 36	379.4	422.4	217.9
12 17 37	379.3	422.3	217.9
12 17 38	379.3	422.2	217.9
12 17 39	379.2	422.2	217.9
12 17 40	379.1	422.1	217.9
12 17 41	379.1	422.1	218
12 17 42	379	422	218
12 17 43	379	421.9	218
12 17 44	378.9	421.9	218
12 17 45	378.8	421.8	218
12 17 46	378.8	421.7	218
12 17 47	378.8	421.7	217.9
12 17 48	378.7	421.6	217.9
12 17 49	378.6	421.6	217.9
12 17 50	378.6	421.5	217.9
12 17 51	378.5	421.4	217.8
12 17 52	378.4	421.3	217.8
12 17 53	378.4	421.3	217.8
12 17 54	378.3	421.2	217.7
12 17 55	378.3	421.2	217.7
12 17 56	378.2	421.1	217.6
12 17 57	378.2	421	217.6
12 17 58	378.1	421	217.5
12 17 59	378.1	420.9	217.5
12 18 00	378	420.8	217.5
12 18 01	377.9	420.8	217.4
12 18 02	377.9	420.7	217.4
12 18 03	377.9	420.7	217.4
12 18 04	377.8	420.6	217.4
12 18 05	377.7	420.5	217.4
12 18 06	377.7	420.4	217.4
12 18 07	377.6	420.4	217.4
12 18 08	377.6	420.3	217.4
12 18 09	377.5	420.3	217.4
12 18 10	377.4	420.2	217.4
12 18 11	377.4	420.1	217.4
12 18 12	377.4	420.1	217.4
12 18 13	377.3	420	217.4
12 18 14	377.2	419.9	217.4
12 18 15	377.1	419.9	217.4
12 18 16	377.1	419.8	217.4
12 18 17	377.1	419.8	217.4
12 18 18	377	419.7	217.4
12 18 19	376.9	419.6	217.4
12 18 20	376.9	419.6	217.3
12 18 21	376.8	419.5	217.3
12 18 22	376.8	419.4	217.3
12 18 23	376.7	419.4	217.3
12 18 24	376.6	419.4	217.3
12 18 25	376.6	419.3	217.2
12 18 26	376.6	419.2	217.2
12 18 27	376.5	419.1	217.2
12 18 28	376.4	419.1	217.2
12 18 29	376.4	419	217.2
12 18 30	376.3	418.9	217.1
12 18 31	376.2	418.9	217.1
12 18 32	376.2	418.8	217.1
12 18 33	376.2	418.8	217.1
12 18 34	376.1	418.7	217.1
12 18 35	376.1	418.6	217.1
12 18 36	376	418.5	217
12 18 37	375.9	418.5	217
12 18 38	375.8	418.4	217
12 18 39	375.8	418.4	217
12 18 40	375.7	418.3	216.9
12 18 41	375.7	418.2	216.9
12 18 42	375.6	418.1	216.8
12 18 43	375.5	418	216.8
12 18 44	375.5	417.9	216.8
12 18 45	375.4	417.9	216.8
12 18 46	375.3	417.8	216.8
12 18 47	375.3	417.8	216.8
12 18 48	375.3	417.7	216.7
12 18 49	375.2	417.7	216.7
12 18 50	375.1	417.6	216.7
12 18 51	375.1	417.5	216.7
12 18 52	375	417.4	216.7
12 18 53	374.9	417.4	216.7
12 18 54	374.9	417.4	216.7
12 18 55	374.9	417.3	216.7
12 18 56	374.8	417.2	216.7
12 18 57	374.8	417.1	216.7
12 18 58	374.7	417.1	216.7
12 18 59	374.6	417	216.7
12 19 00	374.6	416.9	216.7
12 19 01	374.5	416.9	216.8
12 19 02	374.4	416.9	216.8
12 19 03	374.4	416.8	216.8
12 19 04	374.4	416.7	216.8
12 19 05	374.3	416.6	216.7
12 19 06	374.2	416.6	216.7
12 19 07	374.2	416.5	216.7
12 19 08	374.1	416.4	216.7
12 19 09	374	416.4	216.7
12 19 10	374	416.3	216.6
12 19 11	374	416.3	216.6
12 19 12	373.9	416.2	216.6
12 19 13	373.8	416.1	216.6
12 19 14	373.8	416	216.6
12 19 15	373.7	416	216.6
12 19 16	373.7	415.9	216.5
12 19 17	373.7	415.9	216.5
12 19 18	373.6	415.8	216.5
12 19 19	373.5	415.8	216.5
12 19 20	373.5	415.7	216.5
12 19 21	373.4	415.6	216.4
12 19 22	373.3	415.6	216.4
12 19 23	373.3	415.6	216.4
12 19 24	373.2	415.5	216.4
12 19 25	373.2	415.4	216.3
12 19 26	373.2	415.3	216.3
12 19 27	373.1	415.3	216.2
12 19 28	373	415.2	216.2
12 19 29	372.9	415.1	216.2
12 19 30	372.8	415	216.1
12 19 31	372.8	415	216.1
12 19 32	372.7	414.9	216.1
12 19 33	372.7	414.8	216.1
