#Time	T1	T2	T3
14 04 49	167.4	177.8	119.3
14 04 50	167.4	177.8	119.3
14 04 51	167.4	177.8	119.3
14 04 52	167.4	177.8	119.2
14 04 53	167.3	177.7	119.2
14 04 54	167.3	177.7	119.2
14 04 55	167.3	177.7	119.2
14 04 56	167.3	177.6	119.2
14 04 57	167.3	177.6	119.2
14 04 58	167.2	177.6	119.2
14 04 59	167.2	177.6	119.1
14 05 00	167.2	177.6	119.1
14 05 01	167.2	177.5	119.1
14 05 02	167.2	177.5	119.1
14 05 03	167.1	177.5	119.1
14 05 04	167.1	177.5	119.1
14 05 05	167.1	177.4	119.1
14 05 06	167.1	177.4	119.1
14 05 07	167.1	177.4	119.1
14 05 08	167.1	177.4	119.1
14 05 09	167	177.4	119.1
14 05 10	167	177.3	119.1
14 05 11	167	177.3	119
14 05 12	167	177.3	119
14 05 13	166.9	177.3	119
14 05 14	166.9	177.3	119
14 05 15	166.9	177.2	119
14 05 16	166.9	177.2	119
14 05 17	166.9	177.2	119
14 05 18	166.9	177.2	119
14 05 19	166.8	177.1	118.9
14 05 20	166.8	177.1	118.9
14 05 21	166.8	177.1	118.9
14 05 22	166.8	177.1	118.9
14 05 23	166.8	177.1	118.9
14 05 24	166.8	177	118.9
14 05 25	166.7	177	118.9
14 05 26	166.7	177	118.9
14 05 27	166.7	177	118.9
14 05 28	166.7	176.9	118.9
14 05 29	166.6	176.9	118.8
14 05 30	166.6	176.9	118.8
14 05 31	166.6	176.9	118.8
14 05 32	166.6	176.9	118.8
14 05 33	166.6	176.9	118.8
14 05 34	166.5	176.8	118.8
14 05 35	166.5	176.8	118.7
14 05 36	166.5	176.8	118.7
14 05 37	166.5	176.8	118.7
14 05 38	166.5	176.8	118.7
14 05 39	166.4	176.7	118.7
14 05 40	166.4	176.7	118.7
14 05 41	166.4	176.7	118.7
14 05 42	166.4	176.7	118.7
14 05 43	166.4	176.6	118.7
14 05 44	166.3	176.6	118.7
14 05 45	166.3	176.6	118.6
14 05 46	166.3	176.6	118.6
14 05 47	166.3	176.5	118.6
14 05 48	166.3	176.5	118.6
14 05 49	166.2	176.5	118.6
14 05 50	166.2	176.5	118.6
14 05 51	166.2	176.4	118.6
14 05 52	166.2	176.4	118.6
14 05 53	166.2	176.4	118.6
14 05 54	166.2	176.4	118.6
14 05 55	166.1	176.4	118.6
14 05 56	166.1	176.3	118.6
14 05 57	166.1	176.3	118.5
14 05 58	166.1	176.3	118.5
14 05 59	166	176.3	118.5
14 06 00	166	176.3	118.5
14 06 01	166	176.2	118.5
14 06 02	166	176.2	118.5
14 06 03	166	176.2	118.5
14 06 04	165.9	176.2	118.4
14 06 05	165.9	176.1	118.4
14 06 06	165.9	176.1	118.4
14 06 07	165.9	176.1	118.4
14 06 08	165.9	176.1	118.4
14 06 09	165.8	176.1	118.4
14 06 10	165.8	176	118.4
14 06 11	165.8	176	118.4
14 06 12	165.8	176	118.4
14 06 13	165.8	176	118.3
14 06 14	165.7	176	118.3
14 06 15	165.7	175.9	118.3
14 06 16	165.7	175.9	118.3
14 06 17	165.7	175.9	118.3
14 06 18	165.7	175.9	118.3
14 06 19	165.6	175.8	118.2
14 06 20	165.6	175.8	118.2
14 06 21	165.6	175.8	118.2
14 06 22	165.6	175.8	118.2
14 06 23	165.6	175.8	118.2
14 06 24	165.6	175.7	118.2
14 06 25	165.5	175.7	118.2
14 06 26	165.5	175.7	118.2
14 06 27	165.5	175.7	118.2
14 06 28	165.5	175.6	118.2
14 06 29	165.4	175.6	118.2
14 06 30	165.4	175.6	118.2
14 06 31	165.4	175.6	118.2
14 06 32	165.4	175.6	118.2
14 06 33	165.4	175.5	118.2
14 06 34	165.3	175.5	118.2
14 06 35	165.3	175.5	118.2
14 06 36	165.3	175.5	118.2
14 06 37	165.3	175.5	118.2
14 06 38	165.3	175.4	118.2
14 06 39	165.3	175.4	118.2
14 06 40	165.2	175.4	118.2
14 06 41	165.2	175.3	118.1
14 06 42	165.2	175.3	118.1
14 06 43	165.2	175.3	118.1
14 06 44	165.2	175.3	118.1
14 06 45	165.1	175.3	118.1
14 06 46	165.1	175.2	118.1
14 06 47	165.1	175.2	118.1
14 06 48	165.1	175.2	118.1
14 06 49	165.1	175.2	118
14 06 50	165	175.2	118
14 06 51	165	175.1	118
14 06 52	165	175.1	118
14 06 53	165	175.1	118
14 06 54	165	175.1	118
14 06 55	164.9	175	118
14 06 56	164.9	175	118
14 06 57	164.9	175	118
14 06 58	164.9	175	118
14 06 59	164.9	174.9	118
14 07 00	164.9	174.9	118
14 07 01	164.8	174.9	118
14 07 02	164.8	174.9	118
14 07 03	164.8	174.9	118
14 07 04	164.8	174.8	117.9
14 07 05	164.7	174.8	117.9
14 07 06	164.7	174.8	117.9
14 07 07	164.7	174.8	117.9
14 07 08	164.7	174.8	117.9
14 07 09	164.7	174.7	117.9
14 07 10	164.7	174.7	117.9
14 07 11	164.6	174.7	117.8
14 07 12	164.6	174.7	117.8
14 07 13	164.6	174.6	117.8
14 07 14	164.6	174.6	117.8
14 07 15	164.5	174.6	117.8
14 07 16	164.5	174.6	117.8
14 07 17	164.5	174.6	117.8
14 07 18	164.5	174.5	117.8
14 07 19	164.5	174.5	117.8
14 07 20	164.4	174.5	117.8
14 07 21	164.4	174.5	117.7
14 07 22	164.4	174.5	117.7
14 07 23	164.4	174.4	117.7
14 07 24	164.4	174.4	117.7
14 07 25	164.4	174.4	117.7
14 07 26	164.4	174.4	117.7
14 07 27	164.3	174.4	117.7
14 07 28	164.3	174.4	117.7
14 07 29	164.3	174.3	117.7
14 07 30	164.3	174.3	117.7
14 07 31	164.3	174.3	117.7
14 07 32	164.3	174.3	117.7
14 07 33	164.2	174.2	117.7
14 07 34	164.2	174.2	117.6
14 07 35	164.2	174.2	117.6
14 07 36	164.2	174.2	117.6
14 07 37	164.1	174.2	117.6
14 07 38	164.1	174.1	117.6
14 07 39	164.1	174.1	117.6
14 07 40	164.1	174.1	117.6
14 07 41	164.1	174.1	117.5
14 07 42	164.1	174	117.5
14 07 43	164	174	117.5
14 07 44	164	174	117.5
14 07 45	164	174	117.5
14 07 46	164	174	117.5
14 07 47	164	174	117.5
14 07 48	163.9	173.9	117.5
14 07 49	163.9	173.9	117.5
14 07 50	163.9	173.9	117.5
14 07 51	163.9	173.9	117.5
14 07 52	163.9	173.9	117.5
14 07 53	163.8	173.8	117.5
14 07 54	163.8	173.8	117.4
14 07 55	163.8	173.8	117.4
14 07 56	163.8	173.8	117.4
14 07 57	163.8	173.7	117.4
14 07 58	163.8	173.7	117.4
14 07 59	163.7	173.7	117.4
14 08 00	163.7	173.7	117.4
14 08 01	163.7	173.7	117.3
14 08 02	163.7	173.6	117.3
14 08 03	163.7	173.6	117.3
14 08 04	163.6	173.6	117.3
14 08 05	163.6	173.6	117.3
14 08 06	163.6	173.6	117.3
14 08 07	163.6	173.5	117.3
14 08 08	163.6	173.5	117.3
14 08 09	163.6	173.5	117.3
14 08 10	163.5	173.5	117.3
14 08 11	163.5	173.4	117.2
14 08 12	163.5	173.4	117.2
14 08 13	163.5	173.4	117.2
14 08 14	163.5	173.4	117.2
14 08 15	163.4	173.4	117.2
14 08 16	163.4	173.3	117.2
14 08 17	163.4	173.3	117.2
14 08 18	163.4	173.3	117.2
14 08 19	163.4	173.3	117.2
14 08 20	163.4	173.3	117.2
14 08 21	163.4	173.3	117.2
14 08 22	163.4	173.3	117.2
14 08 23	163.4	173.3	117.2
14 08 24	163.4	173.3	117.2
14 08 25	163.4	173.2	117.2
14 08 26	163.3	173.2	117.2
14 08 27	163.3	173.2	117.2
14 08 28	163.3	173.2	117.2
14 08 29	163.3	173.1	117.1
14 08 30	163.3	173.1	117.1
14 08 31	163.2	173.1	117.1
14 08 32	163.2	173.1	117.1
14 08 33	163.2	173.1	117.1
14 08 34	163.2	173	117
14 08 35	163.2	173	117
14 08 36	163.1	173	117
14 08 37	163.1	173	117
14 08 38	163.1	173	117
14 08 39	163.1	173	117
14 08 40	163.1	172.9	117
14 08 41	163	172.9	117
14 08 42	163	172.9	117
14 08 43	163	172.9	117
14 08 44	163	172.9	116.9
14 08 45	163	172.8	116.9
14 08 46	163	172.8	116.9
14 08 47	162.9	172.8	116.9
14 08 48	162.9	172.8	116.9
14 08 49	162.9	172.7	116.9
14 08 50	162.9	172.7	116.9
14 08 51	162.9	172.7	116.9
14 08 52	162.8	172.7	116.9
14 08 53	162.8	172.7	116.9
14 08 54	162.8	172.6	116.9
14 08 55	162.8	172.6	116.9
14 08 56	162.8	172.6	116.8
14 08 57	162.8	172.6	116.8
14 08 58	162.7	172.5	116.8
14 08 59	162.7	172.5	116.8
14 09 00	162.7	172.5	116.8
14 09 01	162.7	172.5	116.8
14 09 02	162.7	172.5	116.8
14 09 03	162.6	172.4	116.8
14 09 04	162.6	172.4	116.7
14 09 05	162.6	172.4	116.7
14 09 06	162.6	172.4	116.7
14 09 07	162.6	172.4	116.7
14 09 08	162.6	172.4	116.7
14 09 09	162.5	172.3	116.7
14 09 10	162.5	172.3	116.7
14 09 11	162.5	172.3	116.7
14 09 12	162.5	172.3	116.7
14 09 13	162.5	172.2	116.7
14 09 14	162.4	172.2	116.7
14 09 15	162.4	172.2	116.7
14 09 16	162.4	172.2	116.7
14 09 17	162.4	172.2	116.7
14 09 18	162.4	172.2	116.6
14 09 19	162.3	172.1	116.6
14 09 20	162.3	172.1	116.6
14 09 21	162.3	172.1	116.6
14 09 22	162.3	172.1	116.6
14 09 23	162.3	172.1	116.6
14 09 24	162.3	172	116.5
14 09 25	162.2	172	116.5
14 09 26	162.2	172	116.5
14 09 27	162.2	172	116.5
14 09 28	162.2	171.9	116.5
14 09 29	162.2	171.9	116.5
14 09 30	162.2	171.9	116.5
14 09 31	162.2	171.9	116.5
14 09 32	162.1	171.9	116.5
14 09 33	162.1	171.9	116.5
14 09 34	162.1	171.8	116.5
14 09 35	162.1	171.8	116.4
14 09 36	162.1	171.8	116.4
14 09 37	162	171.8	116.4
14 09 38	162	171.8	116.4
14 09 39	162	171.7	116.4
14 09 40	162	171.7	116.4
14 09 41	162	171.7	116.4
14 09 42	161.9	171.7	116.4
14 09 43	161.9	171.6	116.3
14 09 44	161.9	171.6	116.3
14 09 45	161.9	171.6	116.3
14 09 46	161.9	171.6	116.3
14 09 47	161.9	171.6	116.3
14 09 48	161.8	171.5	116.3
14 09 49	161.8	171.5	116.3
14 09 50	161.8	171.5	116.3
14 09 51	161.8	171.5	116.3
14 09 52	161.8	171.5	116.2
14 09 53	161.7	171.4	116.2
14 09 54	161.7	171.4	116.2
14 09 55	161.7	171.4	116.2
14 09 56	161.7	171.4	116.2
14 09 57	161.7	171.4	116.2
14 09 58	161.7	171.3	116.2
14 09 59	161.6	171.3	116.2
14 10 00	161.6	171.3	116.2
14 10 01	161.6	171.3	116.2
14 10 02	161.6	171.3	116.2
14 10 03	161.6	171.2	116.1
14 10 04	161.5	171.2	116.1
14 10 05	161.5	171.2	116.1
14 10 06	161.5	171.2	116.1
14 10 07	161.5	171.2	116.1
14 10 08	161.5	171.1	116.1
14 10 09	161.5	171.1	116.1
14 10 10	161.4	171.1	116.1
14 10 11	161.4	171.1	116
14 10 12	161.4	171	116
14 10 13	161.4	171	116
14 10 14	161.4	171	116
14 10 15	161.3	171	116
14 10 16	161.3	171	116
14 10 17	161.3	170.9	116
14 10 18	161.3	170.9	116
14 10 19	161.3	170.9	116
14 10 20	161.3	170.9	116
14 10 21	161.2	170.9	116
14 10 22	161.2	170.9	116
14 10 23	161.2	170.8	116
14 10 24	161.2	170.8	116
14 10 25	161.2	170.8	116
14 10 26	161.2	170.8	116
14 10 27	161.2	170.7	115.9
14 10 28	161.1	170.7	115.9
14 10 29	161.1	170.7	115.9
14 10 30	161.1	170.7	115.9
14 10 31	161.1	170.7	115.9
14 10 32	161.1	170.6	115.9
14 10 33	161.1	170.6	115.9
14 10 34	161	170.6	115.9
14 10 35	161	170.6	115.9
14 10 36	161	170.6	115.9
14 10 37	161	170.6	115.9
14 10 38	161	170.6	115.9
14 10 39	161	170.6	115.9
14 10 40	161	170.6	115.9
14 10 41	161	170.6	115.9
14 10 42	161	170.5	115.9
14 10 43	161	170.5	115.9
14 10 44	160.9	170.5	115.9
14 10 45	160.9	170.5	115.8
14 10 46	160.9	170.5	115.8
14 10 47	160.9	170.4	115.8
14 10 48	160.9	170.4	115.8
14 10 49	160.9	170.4	115.8
14 10 50	160.8	170.4	115.8
14 10 51	160.8	170.4	115.8
14 10 52	160.8	170.4	115.8
14 10 53	160.8	170.3	115.7
14 10 54	160.8	170.3	115.7
14 10 55	160.7	170.3	115.7
14 10 56	160.7	170.3	115.7
14 10 57	160.7	170.2	115.7
14 10 58	160.7	170.2	115.7
14 10 59	160.7	170.2	115.7
14 11 00	160.7	170.2	115.7
14 11 01	160.6	170.2	115.7
14 11 02	160.6	170.1	115.7
14 11 03	160.6	170.1	115.7
14 11 04	160.6	170.1	115.6
14 11 05	160.6	170.1	115.6
14 11 06	160.5	170.1	115.6
14 11 07	160.5	170.1	115.6
14 11 08	160.5	170	115.6
14 11 09	160.5	170	115.6
14 11 10	160.5	170	115.6
14 11 11	160.5	170	115.5
14 11 12	160.4	170	115.5
14 11 13	160.4	169.9	115.5
14 11 14	160.4	169.9	115.5
14 11 15	160.4	169.9	115.5
14 11 16	160.4	169.9	115.5
14 11 17	160.4	169.9	115.5
14 11 18	160.3	169.9	115.5
14 11 19	160.3	169.8	115.5
14 11 20	160.3	169.8	115.5
14 11 21	160.3	169.8	115.5
14 11 22	160.2	169.8	115.5
14 11 23	160.2	169.8	115.4
14 11 24	160.2	169.7	115.4
14 11 25	160.2	169.7	115.4
14 11 26	160.2	169.7	115.4
14 11 27	160.2	169.7	115.4
14 11 28	160.1	169.6	115.4
14 11 29	160.1	169.6	115.4
14 11 30	160.1	169.6	115.4
14 11 31	160.1	169.6	115.4
14 11 32	160.1	169.6	115.4
14 11 33	160.1	169.5	115.4
14 11 34	160	169.5	115.4
14 11 35	160	169.5	115.4
14 11 36	160	169.5	115.4
14 11 37	160	169.5	115.3
14 11 38	160	169.5	115.3
14 11 39	160	169.4	115.3
14 11 40	160	169.4	115.3
14 11 41	159.9	169.4	115.3
14 11 42	159.9	169.4	115.3
14 11 43	159.9	169.3	115.3
14 11 44	159.9	169.3	115.3
14 11 45	159.9	169.3	115.2
14 11 46	159.9	169.3	115.2
14 11 47	159.8	169.3	115.2
14 11 48	159.8	169.2	115.2
14 11 49	159.8	169.2	115.2
14 11 50	159.8	169.2	115.2
14 11 51	159.8	169.2	115.2
14 11 52	159.7	169.2	115.2
14 11 53	159.7	169.2	115.2
14 11 54	159.7	169.1	115.2
14 11 55	159.7	169.1	115.2
14 11 56	159.7	169.1	115.2
14 11 57	159.7	169.1	115.2
14 11 58	159.6	169	115.2
14 11 59	159.6	169	115.2
14 12 00	159.6	169	115.1
14 12 01	159.6	169	115.1
14 12 02	159.6	169	115.1
14 12 03	159.6	168.9	115.1
14 12 04	159.5	168.9	115.1
14 12 05	159.5	168.9	115.1
14 12 06	159.5	168.9	115.1
14 12 07	159.5	168.9	115
14 12 08	159.5	168.9	115
14 12 09	159.5	168.8	115
14 12 10	159.4	168.8	115
14 12 11	159.4	168.8	115
14 12 12	159.4	168.8	115
14 12 13	159.4	168.7	115
14 12 14	159.4	168.7	115
14 12 15	159.3	168.7	115
14 12 16	159.3	168.7	115
14 12 17	159.3	168.7	115
14 12 18	159.3	168.6	115
14 12 19	159.3	168.6	114.9
14 12 20	159.3	168.6	114.9
14 12 21	159.2	168.6	114.9
14 12 22	159.2	168.6	114.9
14 12 23	159.2	168.5	114.9
14 12 24	159.2	168.5	114.9
14 12 25	159.2	168.5	114.9
14 12 26	159.1	168.5	114.8
14 12 27	159.1	168.5	114.8
14 12 28	159.1	168.4	114.8
14 12 29	159.1	168.4	114.8
14 12 30	159.1	168.4	114.8
14 12 31	159.1	168.4	114.8
14 12 32	159	168.4	114.8
14 12 33	159	168.3	114.8
14 12 34	159	168.3	114.8
14 12 35	159	168.3	114.8
14 12 36	159	168.3	114.8
14 12 37	158.9	168.3	114.8
14 12 38	158.9	168.3	114.8
14 12 39	158.9	168.2	114.7
14 12 40	158.9	168.2	114.7
14 12 41	158.9	168.2	114.7
14 12 42	158.9	168.2	114.7
14 12 43	158.8	168.1	114.7
14 12 44	158.8	168.1	114.7
14 12 45	158.8	168.1	114.7
14 12 46	158.8	168.1	114.7
14 12 47	158.8	168.1	114.7
14 12 48	158.8	168.1	114.7
14 12 49	158.7	168	114.7
14 12 50	158.7	168	114.7
14 12 51	158.7	168	114.7
14 12 52	158.7	168	114.6
14 12 53	158.7	168	114.6
14 12 54	158.7	167.9	114.6
14 12 55	158.6	167.9	114.6
14 12 56	158.6	167.9	114.6
14 12 57	158.6	167.9	114.6
14 12 58	158.6	167.8	114.6
14 12 59	158.6	167.8	114.6
14 13 00	158.6	167.8	114.5
14 13 01	158.5	167.8	114.5
14 13 02	158.5	167.8	114.5
14 13 03	158.5	167.8	114.5
14 13 04	158.5	167.7	114.5
14 13 05	158.5	167.7	114.5
14 13 06	158.4	167.7	114.5
14 13 07	158.4	167.7	114.5
14 13 08	158.4	167.7	114.5
14 13 09	158.4	167.6	114.5
14 13 10	158.4	167.6	114.5
14 13 11	158.3	167.6	114.5
14 13 12	158.3	167.6	114.5
14 13 13	158.3	167.5	114.5
14 13 14	158.3	167.5	114.5
14 13 15	158.3	167.5	114.4
14 13 16	158.3	167.5	114.4
14 13 17	158.3	167.5	114.4
14 13 18	158.3	167.5	114.4
14 13 19	158.2	167.5	114.4
14 13 20	158.2	167.4	114.4
14 13 21	158.2	167.4	114.4
14 13 22	158.2	167.4	114.3
14 13 23	158.2	167.4	114.3
14 13 24	158.2	167.4	114.3
14 13 25	158.1	167.3	114.3
14 13 26	158.1	167.3	114.3
14 13 27	158.1	167.3	114.3
14 13 28	158.1	167.3	114.3
14 13 29	158.1	167.3	114.3
14 13 30	158.1	167.3	114.3
14 13 31	158.1	167.2	114.3
14 13 32	158	167.2	114.3
14 13 33	158	167.2	114.3
14 13 34	158	167.2	114.2
14 13 35	158	167.1	114.2
14 13 36	158	167.1	114.2
14 13 37	157.9	167.1	114.2
14 13 38	157.9	167.1	114.2
14 13 39	157.9	167.1	114.2
14 13 40	157.9	167	114.2
14 13 41	157.9	167	114.1
14 13 42	157.8	167	114.1
14 13 43	157.8	167	114.1
14 13 44	157.8	167	114.1
14 13 45	157.8	167	114.1
14 13 46	157.8	166.9	114.1
14 13 47	157.8	166.9	114.1
14 13 48	157.8	166.9	114.1
14 13 49	157.7	166.9	114.1
14 13 50	157.7	166.9	114.1
14 13 51	157.7	166.8	114.1
14 13 52	157.7	166.8	114.1
14 13 53	157.7	166.8	114.1
14 13 54	157.7	166.8	114.1
14 13 55	157.7	166.8	114.1
14 13 56	157.7	166.8	114.1
14 13 57	157.7	166.8	114.1
14 13 58	157.7	166.8	114.1
14 13 59	157.6	166.8	114.1
14 14 00	157.6	166.8	114.1
14 14 01	157.6	166.7	114
14 14 02	157.6	166.7	114
14 14 03	157.6	166.7	114
14 14 04	157.6	166.7	114
14 14 05	157.5	166.7	114
14 14 06	157.5	166.7	114
14 14 07	157.5	166.6	114
14 14 08	157.5	166.6	114
14 14 09	157.5	166.6	114
14 14 10	157.5	166.6	114
14 14 11	157.4	166.5	114
14 14 12	157.4	166.5	114
14 14 13	157.4	166.5	114
14 14 14	157.4	166.5	113.9
14 14 15	157.4	166.5	113.9
14 14 16	157.4	166.5	113.9
14 14 17	157.3	166.4	113.9
14 14 18	157.3	166.4	113.9
14 14 19	157.3	166.4	113.9
14 14 20	157.3	166.4	113.9
14 14 21	157.3	166.3	113.9
14 14 22	157.2	166.3	113.9
14 14 23	157.2	166.3	113.9
14 14 24	157.2	166.3	113.9
14 14 25	157.2	166.3	113.8
14 14 26	157.2	166.2	113.8
14 14 27	157.2	166.2	113.8
14 14 28	157.1	166.2	113.8
14 14 29	157.1	166.2	113.8
14 14 30	157.1	166.2	113.8
14 14 31	157.1	166.1	113.8
14 14 32	157.1	166.1	113.8
14 14 33	157.1	166.1	113.7
14 14 34	157	166.1	113.7
14 14 35	157	166.1	113.7
14 14 36	157	166.1	113.7
14 14 37	157	166	113.7
14 14 38	157	166	113.7
14 14 39	157	166	113.7
14 14 40	156.9	166	113.7
14 14 41	156.9	165.9	113.7
14 14 42	156.9	165.9	113.7
14 14 43	156.9	165.9	113.7
14 14 44	156.9	165.9	113.6
14 14 45	156.8	165.9	113.6
14 14 46	156.8	165.9	113.6
14 14 47	156.8	165.8	113.6
14 14 48	156.8	165.8	113.6
14 14 49	156.8	165.8	113.6
14 14 50	156.8	165.8	113.6
14 14 51	156.7	165.7	113.5
14 14 52	156.7	165.7	113.5
14 14 53	156.7	165.7	113.5
14 14 54	156.7	165.7	113.5
14 14 55	156.7	165.7	113.5
14 14 56	156.7	165.7	113.5
14 14 57	156.7	165.6	113.5
14 14 58	156.7	165.6	113.5
14 14 59	156.6	165.6	113.5
14 15 00	156.6	165.6	113.5
14 15 01	156.6	165.6	113.4
14 15 02	156.6	165.5	113.4
14 15 03	156.6	165.5	113.4
14 15 04	156.6	165.5	113.4
14 15 05	156.5	165.5	113.4
14 15 06	156.5	165.5	113.4
14 15 07	156.5	165.5	113.4
14 15 08	156.5	165.4	113.3
14 15 09	156.5	165.4	113.3
14 15 10	156.5	165.4	113.3
14 15 11	156.4	165.4	113.3
14 15 12	156.4	165.4	113.3
14 15 13	156.4	165.3	113.3
14 15 14	156.4	165.3	113.3
14 15 15	156.4	165.3	113.3
14 15 16	156.4	165.3	113.3
14 15 17	156.3	165.3	113.3
14 15 18	156.3	165.3	113.2
14 15 19	156.3	165.3	113.2
14 15 20	156.3	165.2	113.2
14 15 21	156.3	165.2	113.2
14 15 22	156.3	165.2	113.2
14 15 23	156.2	165.2	113.2
14 15 24	156.2	165.2	113.2
14 15 25	156.2	165.1	113.1
14 15 26	156.2	165.1	113.1
14 15 27	156.2	165.1	113.1
14 15 28	156.1	165.1	113.1
14 15 29	156.1	165.1	113.1
14 15 30	156.1	165.1	113.1
14 15 31	156.1	165	113.1
14 15 32	156.1	165	113.1
14 15 33	156.1	165	113.1
14 15 34	156.1	165	113.1
14 15 35	156	164.9	113.1
14 15 36	156	164.9	113.1
14 15 37	156	164.9	113.1
14 15 38	156	164.9	113.1
14 15 39	156	164.9	113.1
14 15 40	156	164.8	113
14 15 41	155.9	164.8	113
14 15 42	155.9	164.8	113
14 15 43	155.9	164.8	113
14 15 44	155.9	164.8	113
14 15 45	155.9	164.8	113
14 15 46	155.9	164.7	113
14 15 47	155.8	164.7	113
14 15 48	155.8	164.7	113
14 15 49	155.8	164.7	113
14 15 50	155.8	164.7	113
14 15 51	155.8	164.6	113
14 15 52	155.7	164.6	112.9
14 15 53	155.7	164.6	112.9
14 15 54	155.7	164.6	112.9
14 15 55	155.7	164.6	112.9
14 15 56	155.7	164.5	112.9
14 15 57	155.7	164.5	112.9
14 15 58	155.6	164.5	112.9
14 15 59	155.6	164.5	112.9
14 16 00	155.6	164.5	112.9
14 16 01	155.6	164.4	112.8
14 16 02	155.6	164.4	112.8
14 16 03	155.6	164.4	112.8
14 16 04	155.5	164.4	112.8
14 16 05	155.5	164.4	112.8
14 16 06	155.5	164.4	112.8
14 16 07	155.5	164.3	112.8
14 16 08	155.5	164.3	112.8
14 16 09	155.5	164.3	112.8
14 16 10	155.5	164.3	112.8
14 16 11	155.4	164.3	112.8
14 16 12	155.4	164.2	112.8
14 16 13	155.4	164.2	112.8
14 16 14	155.4	164.2	112.8
14 16 15	155.3	164.2	112.7
14 16 16	155.3	164.2	112.7
14 16 17	155.3	164.1	112.7
14 16 18	155.3	164.1	112.7
14 16 19	155.3	164.1	112.7
14 16 20	155.3	164.1	112.7
14 16 21	155.3	164.1	112.7
14 16 22	155.2	164.1	112.6
14 16 23	155.2	164	112.6
14 16 24	155.2	164	112.6
14 16 25	155.2	164	112.6
14 16 26	155.2	164	112.6
14 16 27	155.2	164	112.6
14 16 28	155.2	163.9	112.6
14 16 29	155.2	163.9	112.6
14 16 30	155.2	163.9	112.6
14 16 31	155.1	163.9	112.6
14 16 32	155.1	163.9	112.5
14 16 33	155.1	163.8	112.5
14 16 34	155.1	163.8	112.5
14 16 35	155.1	163.8	112.5
14 16 36	155	163.8	112.5
14 16 37	155	163.8	112.5
14 16 38	155	163.8	112.5
14 16 39	155	163.7	112.4
14 16 40	155	163.7	112.4
14 16 41	155	163.7	112.4
14 16 42	154.9	163.7	112.4
14 16 43	154.9	163.6	112.4
14 16 44	154.9	163.6	112.4
14 16 45	154.9	163.6	112.4
14 16 46	154.9	163.6	112.4
14 16 47	154.9	163.6	112.4
14 16 48	154.8	163.6	112.4
14 16 49	154.8	163.5	112.4
14 16 50	154.8	163.5	112.4
14 16 51	154.8	163.5	112.4
14 16 52	154.8	163.5	112.4
14 16 53	154.8	163.5	112.3
14 16 54	154.8	163.4	112.3
14 16 55	154.7	163.4	112.3
14 16 56	154.7	163.4	112.3
14 16 57	154.7	163.4	112.3
14 16 58	154.7	163.4	112.3
14 16 59	154.7	163.4	112.3
14 17 00	154.7	163.4	112.3
14 17 01	154.7	163.4	112.3
14 17 02	154.7	163.4	112.3
14 17 03	154.7	163.4	112.3
14 17 04	154.7	163.4	112.3
14 17 05	154.7	163.3	112.4
14 17 06	154.7	163.3	112.4
14 17 07	154.6	163.3	112.3
14 17 08	154.6	163.3	112.3
14 17 09	154.6	163.3	112.3
14 17 10	154.6	163.3	112.3
14 17 11	154.6	163.2	112.3
14 17 12	154.6	163.2	112.3
14 17 13	154.5	163.2	112.3
14 17 14	154.5	163.2	112.2
14 17 15	154.5	163.2	112.2
14 17 16	154.5	163.2	112.2
14 17 17	154.5	163.1	112.2
14 17 18	154.5	163.1	112.2
14 17 19	154.4	163.1	112.2
14 17 20	154.4	163.1	112.2
14 17 21	154.4	163	112.2
14 17 22	154.4	163	112.2
14 17 23	154.4	163	112.2
14 17 24	154.4	163	112.2
14 17 25	154.3	163	112.2
14 17 26	154.3	163	112.1
14 17 27	154.3	162.9	112.1
14 17 28	154.3	162.9	112.1
14 17 29	154.3	162.9	112.1
14 17 30	154.3	162.9	112.1
14 17 31	154.2	162.9	112.1
14 17 32	154.2	162.9	112.1
14 17 33	154.2	162.9	112
14 17 34	154.2	162.8	112
14 17 35	154.2	162.8	112
14 17 36	154.1	162.8	112
14 17 37	154.1	162.8	112
14 17 38	154.1	162.8	112
14 17 39	154.1	162.7	112
14 17 40	154.1	162.7	112
14 17 41	154.1	162.7	112
14 17 42	154.1	162.7	112
14 17 43	154	162.7	112
14 17 44	154	162.7	112
14 17 45	154	162.6	111.9
14 17 46	154	162.6	111.9
14 17 47	154	162.6	111.9
14 17 48	154	162.6	111.9
14 17 49	153.9	162.6	111.9
14 17 50	153.9	162.5	111.9
14 17 51	153.9	162.5	111.9
14 17 52	153.9	162.5	111.9
14 17 53	153.9	162.5	111.9
14 17 54	153.9	162.5	111.9
14 17 55	153.8	162.5	111.8
14 17 56	153.8	162.4	111.8
14 17 57	153.8	162.4	111.8
14 17 58	153.8	162.4	111.8
14 17 59	153.8	162.4	111.8
14 18 00	153.8	162.4	111.8
14 18 01	153.7	162.3	111.8
14 18 02	153.7	162.3	111.8
14 18 03	153.7	162.3	111.8
14 18 04	153.7	162.3	111.8
14 18 05	153.7	162.3	111.8
14 18 06	153.6	162.3	111.8
14 18 07	153.6	162.2	111.8
14 18 08	153.6	162.2	111.8
14 18 09	153.6	162.2	111.8
14 18 10	153.6	162.2	111.8
14 18 11	153.6	162.1	111.7
14 18 12	153.6	162.1	111.7
14 18 13	153.6	162.1	111.7
